,id,title,authorships,abstract,topic,subfield,Unnamed: 0
7443,W2148698435,MrBayes 3.2: Efficient Bayesian Phylogenetic Inference and Model Choice Across a Large Model Space,"Fredrik Ronquist, Maxim Teslenko, Paul van der Mark, Daniel L. Ayres, Aaron E. Darling, Sebastian Höhna, Bret Larget, Liang Liu, Marc A. Suchard, John P. Huelsenbeck","Since its introduction in 2001, MrBayes has grown in popularity as a software package for Bayesian phylogenetic inference using Markov chain Monte Carlo (MCMC) methods. With this note, we announce the release of version 3.2, a major upgrade to the latest official release presented in 2003. The new version provides convergence diagnostics and allows multiple analyses to be run in parallel with convergence progress monitored on the fly. The introduction of new proposals and automatic optimization of tuning parameters has improved convergence for many problems. The new version also sports significantly faster likelihood calculations through streaming single-instruction-multiple-data extensions (SSE) and support of the BEAGLE library, allowing likelihood calculations to be delegated to graphics processing units (GPUs) on compatible hardware. Speedup factors range from around 2 with SSE code to more than 50 with BEAGLE for codon problems. Checkpointing across all models allows long runs to be completed even when an analysis is prematurely terminated. New models include relaxed clocks, dating, model averaging across time-reversible substitution models, and support for hard, negative, and partial (backbone) tree constraints. Inference of species trees from gene trees is supported by full incorporation of the Bayesian estimation of species trees (BEST) algorithms. Marginal model likelihoods for Bayes factor tests can be estimated accurately across the entire model space using the stepping stone method. The new version provides more output options than previously, including samples of ancestral states, site rates, site dN/dS rations, branch rates, and node dates. A wide range of statistics on tree parameters can also be output for visualization in FigTree and compatible software.",Genomics and Phylogenetic Studies,Molecular Biology,3661.0
7444,W2133870991,PartitionFinder: Combined Selection of Partitioning Schemes and Substitution Models for Phylogenetic Analyses,"Robert Lanfear, Brett Calcott, Simon Y. W. Ho, Stéphane Guindon","In phylogenetic analyses of molecular sequence data, partitioning involves estimating independent models of molecular evolution for different sets of sites in a sequence alignment. Choosing an appropriate partitioning scheme is an important step in most analyses because it can affect the accuracy of phylogenetic reconstruction. Despite this, partitioning schemes are often chosen without explicit statistical justification. Here, we describe two new objective methods for the combined selection of best-fit partitioning schemes and nucleotide substitution models. These methods allow millions of partitioning schemes to be compared in realistic time frames and so permit the objective selection of partitioning schemes even for large multilocus DNA data sets. We demonstrate that these methods significantly outperform previous approaches, including both the ad hoc selection of partitioning schemes (e.g., partitioning by gene or codon position) and a recently proposed hierarchical clustering method. We have implemented these methods in an open-source program, PartitionFinder. This program allows users to select partitioning schemes and substitution models using a range of information-theoretic metrics (e.g., the Bayesian information criterion, akaike information criterion [AIC], and corrected AIC). We hope that PartitionFinder will encourage the objective selection of partitioning schemes and thus lead to improvements in phylogenetic analyses. PartitionFinder is written in Python and runs under Mac OSX 10.4 and above. The program, source code, and a detailed manual are freely available from www.robertlanfear.com/partitionfinder.",Genomics and Phylogenetic Studies,Molecular Biology,3664.0
7445,W2117801354,phangorn: phylogenetic analysis in R,Klaus Schliep,"Abstract Summary: phangorn is a package for phylogenetic reconstruction and analysis in the R language. Previously it was only possible to estimate phylogenetic trees with distance methods in R. phangorn, now offers the possibility of reconstructing phylogenies with distance based methods, maximum parsimony or maximum likelihood (ML) and performing Hadamard conjugation. Extending the general ML framework, this package provides the possibility of estimating mixture and partition models. Furthermore, phangorn offers several functions for comparing trees, phylogenetic models or splits, simulating character data and performing congruence analyses. Availability: phangorn can be obtained through the CRAN homepage http://cran.r-project.org/web/packages/phangorn/index.html. phangorn is licensed under GPL 2. Contact: klaus.kschliep@snv.jussieu.fr Supplementary information: Supplementary data are available at Bioinformatics online.",Genomics and Phylogenetic Studies,Molecular Biology,3665.0
7446,W2969866109,ModelTest-NG: A New and Scalable Tool for the Selection of DNA and Protein Evolutionary Models,"Diego Darriba, David Posada, Alexey M. Kozlov, Alexandros Stamatakis, Benoît Morel, Tomáš Flouri","ModelTest-NG is a reimplementation from scratch of jModelTest and ProtTest, two popular tools for selecting the best-fit nucleotide and amino acid substitution models, respectively. ModelTest-NG is one to two orders of magnitude faster than jModelTest and ProtTest but equally accurate and introduces several new features, such as ascertainment bias correction, mixture, and free-rate models, or the automatic processing of single partitions. ModelTest-NG is available under a GNU GPL3 license at https://github.com/ddarriba/modeltest , last accessed September 2, 2019.",Genomics and Phylogenetic Studies,Molecular Biology,3666.0
7447,W2036839190,The Colletotrichum gloeosporioides species complex,"Bevan Weir, Peter R. Johnston, Ulrike Damm","The limit of the Colletotrichum gloeosporioides species complex is defined genetically, based on a strongly supported clade within the Colletotrichum ITS gene tree. All taxa accepted within this clade are morphologically more or less typical of the broadly defined C. gloeosporioides, as it has been applied in the literature for the past 50 years. We accept 22 species plus one subspecies within the C. gloeosporioides complex. These include C. asianum, C. cordylinicola, C. fructicola, C. gloeosporioides, C. horii, C. kahawae subsp. kahawae, C. musae, C. nupharicola, C. psidii, C. siamense, C. theobromicola, C. tropicale, and C. xanthorrhoeae, along with the taxa described here as new, C. aenigma, C. aeschynomenes, C. alatae, C. alienum, C. aotearoa, C. clidemiae, C. kahawae subsp. ciggaro, C. salsolae, and C. ti, plus the nom. nov. C. queenslandicum (for C. gloeosporioides var. minus). All of the taxa are defined genetically on the basis of multi-gene phylogenies. Brief morphological descriptions are provided for species where no modern description is available. Many of the species are unable to be reliably distinguished using ITS, the official barcoding gene for fungi. Particularly problematic are a set of species genetically close to C. musae and another set of species genetically close to C. kahawae, referred to here as the Musae clade and the Kahawae clade, respectively. Each clade contains several species that are phylogenetically well supported in multi-gene analyses, but within the clades branch lengths are short because of the small number of phylogenetically informative characters, and in a few cases individual gene trees are incongruent. Some single genes or combinations of genes, such as glyceraldehyde-3-phosphate dehydrogenase and glutamine synthetase, can be used to reliably distinguish most taxa and will need to be developed as secondary barcodes for species level identification, which is important because many of these fungi are of biosecurity significance. In addition to the accepted species, notes are provided for names where a possible close relationship with C. gloeosporioides sensu lato has been suggested in the recent literature, along with all subspecific taxa and formae speciales within C. gloeosporioides and its putative teleomorph Glomerella cingulata.",Plant Pathogens and Fungal Diseases,Cell Biology,3667.0
7448,W2161787041,The online database Maarj<i>AM</i> reveals global and ecosystemic distribution patterns in arbuscular mycorrhizal fungi (Glomeromycota),"Maarja Öpik, Alo Vanatoa, Elise Vanatoa, Mari Moora, John Davison, Jesse M. Kalwij, Ülle Reier, Martin Zobel","• Here, we describe a new database, MaarjAM, that summarizes publicly available Glomeromycota DNA sequence data and associated metadata. The goal of the database is to facilitate the description of distribution and richness patterns in this group of fungi. • Small subunit (SSU) rRNA gene sequences and available metadata were collated from all suitable taxonomic and ecological publications. These data have been made accessible in an open-access database (http://maarjam.botany.ut.ee). • Two hundred and eighty-two SSU rRNA gene virtual taxa (VT) were described based on a comprehensive phylogenetic analysis of all collated Glomeromycota sequences. Two-thirds of VT showed limited distribution ranges, occurring in single current or historic continents or climatic zones. Those VT that associated with a taxonomically wide range of host plants also tended to have a wide geographical distribution, and vice versa. No relationships were detected between VT richness and latitude, elevation or vascular plant richness. • The collated Glomeromycota molecular diversity data suggest limited distribution ranges in most Glomeromycota taxa and a positive relationship between the width of a taxon's geographical range and its host taxonomic range. Inconsistencies between molecular and traditional taxonomy of Glomeromycota, and shortage of data from major continents and ecosystems, are highlighted.",Mycorrhizal Fungi and Plant Interactions,Plant Science,3668.0
7449,W2588207325,Fungal Identification Using Molecular Tools: A Primer for the Natural Products Research Community,"Huzefa A. Raja, Andrew N. Miller, Cedric J. Pearce, Nicholas H. Oberlies","Fungi are morphologically, ecologically, metabolically, and phylogenetically diverse. They are known to produce numerous bioactive molecules, which makes them very useful for natural products researchers in their pursuit of discovering new chemical diversity with agricultural, industrial, and pharmaceutical applications. Despite their importance in natural products chemistry, identification of fungi remains a daunting task for chemists, especially those who do not work with a trained mycologist. The purpose of this review is to update natural products researchers about the tools available for molecular identification of fungi. In particular, we discuss (1) problems of using morphology alone in the identification of fungi to the species level; (2) the three nuclear ribosomal genes most commonly used in fungal identification and the potential advantages and limitations of the ITS region, which is the official DNA barcoding marker for species-level identification of fungi; (3) how to use NCBI-BLAST search for DNA barcoding, with a cautionary note regarding its limitations; (4) the numerous curated molecular databases containing fungal sequences; (5) the various protein-coding genes used to augment or supplant ITS in species-level identification of certain fungal groups; and (6) methods used in the construction of phylogenetic trees from DNA sequences to facilitate fungal species identification. We recommend that, whenever possible, both morphology and molecular data be used for fungal identification. Our goal is that this review will provide a set of standardized procedures for the molecular identification of fungi that can be utilized by the natural products research community.",Plant Pathogens and Fungal Diseases,Cell Biology,3669.0
7450,W2951214599,bModelTest: Bayesian phylogenetic site model averaging and model comparison,"Remco Bouckaert, Alexei J. Drummond","Reconstructing phylogenies through Bayesian methods has many benefits, which include providing a mathematically sound framework, providing realistic estimates of uncertainty and being able to incorporate different sources of information based on formal principles. Bayesian phylogenetic analyses are popular for interpreting nucleotide sequence data, however for such studies one needs to specify a site model and associated substitution model. Often, the parameters of the site model is of no interest and an ad-hoc or additional likelihood based analysis is used to select a single site model. bModelTest allows for a Bayesian approach to inferring and marginalizing site models in a phylogenetic analysis. It is based on trans-dimensional Markov chain Monte Carlo (MCMC) proposals that allow switching between substitution models as well as estimating the posterior probability for gamma-distributed rate heterogeneity, a proportion of invariable sites and unequal base frequencies. The model can be used with the full set of time-reversible models on nucleotides, but we also introduce and demonstrate the use of two subsets of time-reversible substitution models. With the new method the site model can be inferred (and marginalized) during the MCMC analysis and does not need to be pre-determined, as is now often the case in practice, by likelihood-based methods. The method is implemented in the bModelTest package of the popular BEAST 2 software, which is open source, licensed under the GNU Lesser General Public License and allows joint site model and tree inference under a wide range of models.",Evolution and Paleontology Studies,Paleontology,3670.0
7451,W1969423031,Subset Selection in Regression,Alan J. Miller,"OBJECTIVES Prediction, Explanation, Elimination or What? How Many Variables in the Prediction Formula? Alternatives to Using Subsets 'Black Box' Use of Best-Subsets Techniques LEAST-SQUARES COMPUTATIONS Using Sums of Squares and Products Matrices Orthogonal Reduction Methods Gauss-Jordan v. Orthogonal Reduction Methods Interpretation of Projections Appendix A: Operation Counts for All-Subsets Regression FINDING SUBSETS WHICH FIT WELL Objectives and Limitations of this Chapter Forward Selection Efroymson's Algorithm Backward Elimination Sequential Replacement Algorithm Replacing Two Variables at a Time Generating All Subsets Using Branch-and-Bound Techniques Grouping Variables Ridge Regression and Other Alternatives The Non-Negative Garrote and the Lasso Some Examples Conclusions and Recommendations HYPOTHESIS TESTING Is There any Information in the Remaining Variables? Is One Subset Better than Another? Appendix A: Spjftvoll's Method - Detailed Description WHEN TO STOP? What Criterion Should We Use? Prediction Criteria Cross-Validation and the PRESS Statistic Bootstrapping Likelihood and Information-Based Stopping Rules Appendix A. Approximate Equivalence of Stopping Rules ESTIMATION OF REGRESSION COEFFICIENTS Selection Bias Choice Between Two Variables Selection Bias in the General Case, and its Reduction Conditional Likelihood Estimation Estimation of Population Means Estimating Least-Squares Projections Appendix A: Changing Projections to Equate Sums of Squares BAYESIAN METHODS Bayesian Introduction 'Spike and Slab' Prior Normal prior for Regression Coefficients Model Averaging Picking the Best Model CONCLUSIONS AND SOME RECOMMENDATIONS REFERENCES INDEX",Advanced Data Processing Techniques,Control and Systems Engineering,3724.0
7452,W1489838709,Experimental Design and Data Analysis for Biologists,"Gerry P. Quinn, Michael J. Keough","An essential textbook for any student or researcher in biology needing to design experiments, sample programs or analyse the resulting data. The text begins with a revision of estimation and hypothesis testing methods, covering both classical and Bayesian philosophies, before advancing to the analysis of linear and generalized linear models. Topics covered include linear and logistic regression, simple and complex ANOVA models (for factorial, nested, block, split-plot and repeated measures and covariance designs), and log-linear models. Multivariate techniques, including classification and ordination, are then introduced. Special emphasis is placed on checking assumptions, exploratory data analysis and presentation of results. The main analyses are illustrated with many examples from published papers and there is an extensive reference list to both the statistical and biological literature. The book is supported by a website that provides all data sets, questions for each chapter and links to software.","Genetics, Bioinformatics, and Biomedical Research",Molecular Biology,4003.0
7453,W1492075988,Applied Longitudinal Analysis,"Garrett M. Fitzmaurice, Nan M. Laird, James H. Ware",Preface.Acknowledgments.PART I: INTRODUCTION TO LONGITUDINAL AND CLUSTERED DATA.1. Longitudinal and Clustered Data.2. Longitudinal Data: Basic Concepts.PART II: LINEAR MODELS FOR LONGITUDINAL CONTINUOUS DATA.3. Overview of Linear Models for Longitudinal Data.4. Estimation and Statistical Inference.5. Modelling the Mean: Analyzing Response Profiles.6. Modelling the Mean: Parametric Curves.7. Modelling the Covariance.8. Linear Mixed Effects Models.9. Residual Analyses and Diagnostics.PART III: GENERALIZED LINEAR MODELS FOR LONGITUDINAL DATA.10. Review of Generalized Linear Models.11. Marginal Models: Generalized Estimating Equations (GEE).12. Generalized Linear Mixed Effects Models.13. Contrasting Marginal and Mixed Effects Models.PART IV: ADVANCED TOPICS FOR LONGITUDINAL AND CLUSTERED DATA.14. Missing Data and Dropout.15. Some Aspects of the Design of Longitudinal Studies.16. Repeated Measures and Related Designs.17. Multilevel Models.Appendix A: Gentle Introduction to Vectors and Matrices.Appendix B: Properties of Expectations and Variances.Appendix C: Critical Points for a 50:50 Mixture of Chi-Squared Distributions.References.Index.,Advanced Statistical Methods and Models,Statistics and Probability,4004.0
7454,W1512882103,Measurement error in nonlinear models: a modern perspective,Raymond J. Carroll,Guide to Notation Introduction The Double/Triple-Whammy of Measurement Error Classical Measurement Error A Nutrition Example Measurement Error Examples Radiation Epidemiology and Berkson Errors Classical Measurement Error Model Extensions Other Examples of Measurement Error Models Checking The Classical Error Model Loss of Power A Brief Tour Bibliographic Notes Important Concepts Functional and Structural Models Models for Measurement Error Sources of Data Is There an Exact Predictor? What is Truth? Differential and Nondifferential Error Prediction Bibliographic Notes Linear Regression and Attenuation Introduction Bias Caused by Measurement Error Multiple and Orthogonal Regression Correcting for Bias Bias Versus Variance Attenuation in General Problems Bibliographic Notes Regression Calibration Overview The Regression Calibration Algorithm NHANES Example Estimating the Calibration Function Parameters Multiplicative Measurement Error Standard Errors Expanded Regression Calibration Models Examples of the Approximations Theoretical Examples Bibliographic Notes and Software Simulation Extrapolation Overview Simulation Extrapolation Heuristics The SIMEX Algorithm Applications SIMEX in Some Important Special Cases Extensions and Related Methods Bibliographic Notes Instrumental Variables Overview Instrumental Variables in Linear Models Approximate Instrumental Variable Estimation Adjusted Score Method Examples Other Methodologies Bibliographic Notes Score Function Methods Overview Linear and Logistic Regression Conditional Score Functions Corrected Score Functions Computation and Asymptotic Approximations Comparison of Conditional and Corrected Scores Bibliographic Notes Likelihood and Quasilikelihood Introduction Steps 2 and 3: Constructing Likelihoods Step 4: Numerical Computation of Likelihoods Cervical Cancer and Herpes Framingham Data Nevada Test Site Reanalysis Bronchitis Example Quasilikelihood and Variance Function Models Bibliographic Notes Bayesian Methods Overview The Gibbs Sampler Metropolis-Hastings Algorithm Linear Regression Nonlinear Models Logistic Regression Berkson Errors Automatic implementation Cervical Cancer and Herpes Framingham Data OPEN Data: A Variance Components Model Bibliographic Notes Hypothesis Testing Overview The Regression Calibration Approximation Illustration: OPEN Data Hypotheses about Sub-Vectors of ssx and ssz Efficient Score Tests of H0 : ssx = 0 Bibliographic Notes Longitudinal Data and Mixed Models Mixed Models for Longitudinal Data Mixed Measurement Error Models A Bias Corrected Estimator SIMEX for GLMMEMs Regression Calibration for GLMMs Maximum Likelihood Estimation Joint Modeling Other Models and Applications Example: The CHOICE Study Bibliographic Notes Nonparametric Estimation Deconvolution Nonparametric Regression Baseline Change Example Bibliographic Notes Semiparametric Regression Overview Additive Models MCMC for Additive Spline Models Monte-Carlo EM-Algorithm Simulation with Classical Errors Simulation with Berkson Errors Semiparametrics: X Modeled Parametrically Parametric Models: No Assumptions on X Bibliographic Notes Survival Data Notation and Assumptions Induced Hazard Function Regression Calibration for Survival Analysis SIMEX for Survival Analysis Chronic Kidney Disease Progression Semi and Nonparametric Methods Likelihood Inference for Frailty Models Bibliographic Notes Response Variable Error Response Error and Linear Regression Other Forms of Additive Response Error Logistic Regression with Response Error Likelihood Methods Use of Complete Data Only Semiparametric Methods for Validation Data Bibliographic Notes Appendix A: Background Material Overview Normal and Lognormal Distributions Gamma and Inverse Gamma Distributions Best and Best Linear Prediction and Regression Likelihood Methods Unbiased Estimating Equations Quasilikelihood and Variance Function Models (QVF) Generalized Linear Models Bootstrap Methods Appendix B: Technical Details Appendix to Chapter 1: Power in Berkson and Classical Error Models Appendix to Chapter 3: Linear Regression and Attenuation Regression Calibration SIMEX Instrumental Variables Score Function Methods Likelihood and Quasilikelihood Bayesian Methods References Applications and Examples Index Index,Scientific Measurement and Uncertainty Evaluation,"Statistics, Probability and Uncertainty",4005.0
7456,W1561032708,A Beginner's Guide to R,"Alain F. Zuur, Elena N. Ieno, Erik H. Meesters","Based on their extensive experience with teaching R and statistics to applied scientists, the authors provide a beginner's guide to R. To avoid the difficulty of teaching R and statistics at the same time, statistical methods are kept to a minimum. The text covers how to download and install R, import and manage data, elementary plotting, an introduction to functions, advanced plotting, and common beginner mistakes. This book contains everything you need to know to get started with R. Its biggest advantage is that it aims only to teach R...It organizes R commands very efficiently, with much teaching guidance included. I would describe this book as being handy--its the kind of book that you want to keep in your jacket pocket or backpack all the time, ready for use, like a Swiss Army knife. (Loveday Conquest, University of Washington) Whilst several books focus on learning statistics in R..., the authors of this book fill a gap in the market by focusing on learning R whilst almost completely avoiding any statistical jargon...The fact that the authors have very extensive experience of teaching R to absolute beginners shines throughout. (Mark Mainwaring, Lancaster University) Exactly what is needed...This is great, nice work. I love the ecological/biological examples; they will be an enormous help. (Andrew J. Tyne, University of Nebraska-Lincoln)",Data Analysis with R,Artificial Intelligence,4009.0
7457,W1611898144,Data Analysis and Regression: A Second Course in Statistics,"Frederick Mosteller, John W. Tukey",The assumption is made in this volume devoted to data analysis and regression that the student has had a 1st course in statistics. Attitudes and approaches are more important than the techniques this book can teach. Readers can learn to identify at least the following attitudes understanding and approaches: an approach to the formulation of statistical and data analytical problems such that for example the students shortcut to inference can be properly understood and the role of vague concepts becomes clear; the role of indications (of pointers to behavior not necessarily on prechosen scales) in contrast to conclusions or decisions about prechosen quantities or alternatives; the importance of displays and the value of graphs in forcing the unexpected upon the reader; the importance of re-expression; the need to seek out the real uncertainty as a nontrivial task; the importance of iterated calculation; how the ideas of robustness and resistance can change both what one does and what one thinks; what regression is all about; what regression coefficient can and cannot do; that the behavior of ones data can often be used to guide its analysis; the importance of looking at and drawing information from residuals; and the idea that data analysis can profit from repeated starts and fresh approaches and that there is not just a single analysis for a substantial problem. The 16 chapters of this book include the following: some practical philosophy for data analysis; a background for simple linear regression; the nature and importance of re-expression; a method of direct assessment; the direct and flexible approach to 2 way tables; a review of resistant/robust techniques in the simpler applications; standardization; regression and regression coefficients; a mathematical approach to understanding regression; guided regression and examining regression residuals. Among the special features of this volume are the following: an introduction to stem and leaf displays; use of running medians for smoothing; the ladder of re-expression for straightening curves; methods of re-expression for analysis; special tables to make re-expression easy in hand calculations; robust and resistant measures of location and scale; and regression with errors of measurement.,Sensor Technology and Measurement Systems,Computer Networks and Communications,4010.0
7458,W1668720348,Contemporary statistical models for the plant and soil sciences,"Oliver Schabenberger, Francis J. Pierce","Statistical Models Mathematical and Statistical Models Functional Aspects of Models The Inferential Steps o Estimation and Testing t-Tests in Terms of Statistical Models Embedding Hypotheses Hypothesis and Significance Testing o Interpretation of the p-Value Classes of Statistical Models Data Structures Introduction Classification by Response Type Classification by Study Type Clustered Data Autocorrelated Data From Independent to Spatial Data o A Progression of Clustering Linear Algebra Tools Introduction Matrices and Vectors Basic Matrix Operations Matrix Inversion o Regular and Generalized Inverse Mean, Variance, and Covariance of Random Vectors The Trace and Expectation of Quadratic Forms The Multivariate Gaussian Distribution Matrix and Vector Differentiation Using Matrix Algebra to Specify Models The Classical Linear Model: Least Squares and Alternatives Introduction Least Squares Estimation and Partitioning of Variation Factorial Classification Diagnosing Regression Models Diagnosing Classification Models Robust Estimation Nonparametric Regression Nonlinear Models Introduction Models as Laws or Tools Linear Polynomials Approximate Nonlinear Models Fitting a Nonlinear Model to Data Hypothesis Tests and Confidence Intervals Transformations Parameterization of Nonlinear Models Applications Generalized Linear Models Introduction Components of a Generalized Linear Model Grouped and Ungrouped Data Parameter Estimation and Inference Modeling an Ordinal Response Overdispersion Applications Linear Mixed Models for Clustered Data Introduction The Laird-Ware Model Choosing the Inference Space Estimation and Inference Correlations in Mixed Models Applications Nonlinear Models for Clustered Data Introduction Nonlinear and Generalized Linear Mixed Models Towards an Approximate Objective Function Applications Statistical Models for Spatial Data Changing the Mindset Semivariogram Analysis and Estimation The Spatial Model Spatial Prediction and the Kriging Paradigm Spatial Regression and Classification Models Autoregressive Models for Lattice Data Analyzing Mapped Spatial Point Patterns Applications Bibliography",Leaf Properties and Growth Measurement,Plant Science,4011.0
7459,W1973628995,Regression Analysis of Count Data,"A. Colin Cameron, Pravin K. Trivedi","Students in both social and natural sciences often seek regression methods to explain the frequency of events, such as visits to a doctor, auto accidents, or new patents awarded. This book, now in its second edition, provides the most comprehensive and up-to-date account of models and methods to interpret such data. The authors combine theory and practice to make sophisticated methods of analysis accessible to researchers and practitioners working with widely different types of data and software in areas such as applied statistics, econometrics, marketing, operations research, actuarial studies, demography, biostatistics and quantitative social sciences. The new material includes new theoretical topics, an updated and expanded treatment of cross-section models, coverage of bootstrap-based and simulation-based inference, expanded treatment of time series, multivariate and panel data, expanded treatment of endogenous regressors, coverage of quantile count regression, and a new chapter on Bayesian methods.",Forecasting Techniques and Applications,Management Science and Operations Research,4012.0
7460,W1987515496,Correcting for spatial autocorrelation in sequential sampling,"Andrew P. Robinson, Jeff D. Hamann","1 Sequential sampling is attractive because it permits the user to choose, and efficiently achieve, desired confidence interval lengths. Sequential sampling has been broadly applied in the inventory of ecological resources. 2 Using case studies and simulations, we demonstrate that estimates of the population mean that are derived from sequential sampling can be overconfident if the population is autocorrelated, that is, that the confidence intervals are too short. We test a model-based correction designed to ameliorate this effect of autocorrelation upon the estimates of confidence intervals from sequential sampling. 3 The correction is useful in realistic situations. Among the scenarios we tested, better confidence interval coverage was achieved with larger sample sizes, and coverage rates were poor at smaller sample sizes. Nominal coverage could be attained even when the wrong model was used, although only at the cost of requiring a much higher average sample size. 4 Synthesis and applications. If sequential sampling is naively applied in a population that has autocorrelation, then confidence intervals for population parameters will be too short, and the usefulness of the sample will be overestimated. We recommend using a correction to lengthen the estimated confidence intervals. Our results suggest that this correction requires a substantial sample size, up to several hundred units, in order to provide nominal coverage. Sequential sampling seems risky in autocorrelated populations if the realized sample size is small.",Statistical Methods and Bayesian Inference,Statistics and Probability,4015.0
7461,W1994040168,HOW WELL CAN WE MODEL NUMBERS AND PRODUCTIVITY OF SALTMARSH SHARP-TAILED SPARROWS (<i>AMMODRAMUS CAUDACUTUS</i>) USING HABITAT FEATURES?,"Carina Gjerdrum, Chris S. Elphick, Margaret A. Rubega","Habitat models are often used to describe species distributions, but they need to be tested to evaluate their predictive performance. We investigated the importance of model evaluation in a study of habitat selection by Saltmarsh Sharp-tailed Sparrows (Ammodramus caudacutus), a species of conservation concern in eastern North America. We estimated the number of birds, nests, and fledglings produced in thirty 1-ha study plots spread across multiple marshes and used an information-theoretic approach to select among explanatory habitat models. Model performance was evaluated using both the original data set and data from another 30 plots from the same set of marshes. Our models indicate that both female and male Saltmarsh Sharp-tailed Sparrows increase in abundance as one moves away from the marsh's upland edge and in areas where there is deep thatch and uniform vegetation height. In contrast to the results for adult birds, number of nests and production of fledglings were positively associated with Saltmeadow Rush (Juncus gerardii). These models suggest that where adults spend the most time is influenced by the vertical structure of the vegetation but that nesting activity is determined more by plant compositions that indicate subtle variations in marsh elevation. Despite the fact that we found good internal consistency for our models during model evaluation, model performance worsened considerably when used to make predictions about new sites. Thus, although our study identifies several new factors influencing habitat selection in Saltmarsh Sharp-tailed Sparrows, it also highlights the need to be cautious when making predictions from habitat models.",Species Distribution and Climate Change,Ecological Modeling,4016.0
7462,W2020301958,Generalized estimating equations and generalized linear mixed‐effects models for modelling resource selection,"Nicola Koper, Micheline Manseau","Summary Accurate resource selection functions (RSFs) are important for managing animal populations. Developing RSFs using data from GPS telemetry can be problematic due to serial autocorrelation, but modern analytical techniques can help to compensate for this correlation. We used telemetry locations from 18 woodland caribou Rangifer tarandus caribou in Saskatchewan, Canada, to compare marginal (population‐specific) generalized estimating equations (GEEs), and conditional (subject‐specific) generalized linear mixed‐effects models (GLMMs), for developing resource selection functions at two spatial scales. We evaluated the use of empirical standard errors, which are robust to misspecification of the correlation structure. We compared these approaches with destructive sampling. Statistical significance was strongly influenced by the use of empirical vs. model‐based standard errors, and marginal (GEE) and conditional (GLMM) results differed. Destructive sampling reduced apparent habitat selection. k ‐fold cross‐validation results differed for GEE and GLMM, as it must be applied differently for each model. Synthesis and applications . Due to their different interpretations, marginal models (e.g. generalized estimating equations, GEEs) may be better for landscape and population management, while conditional models (e.g. generalized linear mixed‐effects models, GLMMs) may be better for management of endangered species and individuals. Destructive sampling may lead to inaccurate resource selection functions (RSFs), but GEEs and GLMMs can be used for developing RSFs when used with empirical standard errors.",Wildlife Ecology and Conservation,Ecology,4017.0
7463,W2021811323,"APPLIED MIXED MODELS IN MEDICINE, 2ND ED.",Sharon M. Homan,"APPLIED MIXED MODELS IN MEDICINE, 2ND ED. Authors: Helen Brown; Robin Prescott Bibliographic Data: John Wiley & Sons, Inc., 2006. ISBN: 978-0-470-02356-3, Series Title: Statistics in Practice, 473 pages, hard cover, $130.00. Reviewer's Expert Opinion Description: Mixed models, also known as multilevel models in the social sciences, allow both fixed and random variables within a statistical analysis. The general linear model assumption that the error terms are independent and identically distributed is relaxed in mixed models so that observations can be correlated (e.g., repeated measures, cross-over trial, etc.). This second edition describes current methods and advanced SAS techniques for applying mixed models. The first edition was published in 1999. Purpose: The authors present the theory and application of mixed models in medical research, including the latest developments in bioequivalence, cross-over trials, and cluster randomized trials. Their purpose is to make mixed modeling easily accessible to practitioners such as medical statisticians and economists. The book is well written, thorough, and highly applicable. The examples, complete with SAS code and output, are outstanding. The authors meet their objectives. Audience: This is written for applied statisticians working in medical research and the pharmaceutical industry, as well as teachers and students of statistic courses in mixed models. The authors are experienced statisticians and highly credible scholars from the U.K. The book is part of the Statistics in Practice international series of books that provide statistical support for professionals and researchers. Features: Beginning by describing the capabilities of mixed models, the authors introduce readers to the general linear model for fitting normally distributed data and then extend the general linear model to general linear mixed models. The authors then examine how mixed models can be applied with categorical outcome variables. Chapters 5 to 7 are devoted to practical application of mixed models using particular designs. Chapter 8 includes a new section on bioequivalence studies and cluster randomized trials. Chapter 9 concludes by describing software options, including SAS and the PROC GLIMIX and PROC GENMOD procedures. The reference pages on mixed model notation, the glossary of terms, and the detailed SAS programming code and annotation greatly enhance the book's usefulness. Assessment: This is an excellent resource for biostatisticians and medical researchers. It provides the reader with a thorough understanding of the concepts of mixed models. There are many social science texts on mixed modeling (also called multilevel modeling), but few that clearly link mixed models to clinical research designs. The second edition uses the 9th version of SAS and expands the coverage of categorical outcomes. Reviewer: Sharon M. Homan (St. Louis University School of Public Health, St. Louis, MO)",Machine Learning in Healthcare,Artificial Intelligence,4018.0
7464,W1590050327,mvabund– an R package for model‐based analysis of multivariate abundance data,"Yi Wang, Ulrike Naumann, Stephen Wright, David I. Warton","Summary 1. The mvabund package for R provides tools for model‐based analysis of multivariate abundance data in ecology. 2. This includes methods for visualising data, fitting predictive models, checking model assumptions, as well as testing hypotheses about the community–environment association. 3. This paper briefly introduces the package and demonstrates its functionality by example.",Ecology and Vegetation Dynamics Studies,Nature and Landscape Conservation,4019.0
