id,title,authors,abstract,url
138,An inhibitory circuit-based enhancer of DYRK1A function reverses Dyrk1a-associated impairment in social recognition,"Yu-Tzu Shih  1 , ; Jason Bondoc Alipio  1 , ; Amar Sahay  2; ; ; ; ","Abstract
Heterozygous mutations in the dual-specificity tyrosine phosphorylation-regulated kinase 1a (Dyrk1a) gene define a syndromic form of autism spectrum disorder. The synaptic and circuit mechanisms mediating DYRK1A functions in social cognition are unclear. Here, we identify a social experience-sensitive mechanism in hippocampal mossy fiber-parvalbumin interneuron (PV IN) synapses by which DYRK1A recruits feedforward inhibition of CA3 and CA2 to promote social recognition. We employ genetic epistasis logic to identify a cytoskeletal protein, ABLIM3, as a synaptic substrate of DYRK1A. We demonstrate that Ablim3 downregulation in dentate granule cells of adult heterozygous Dyrk1a mice is sufficient to restore PV IN-mediated inhibition of CA3 and CA2 and social recognition. Acute chemogenetic activation of PV INs in CA3/CA2 of adult heterozygous Dyrk1a mice also rescued social recognition. Together, these findings illustrate how targeting DYRK1A synaptic and circuit substrates as ""enhancers of DYRK1A function"" harbors the potential to reverse Dyrk1a haploinsufficiency-associated circuit and cognition impairments.
Keywords: Ablim3; CA2; CA3; Dyrk1a; autism spectrum disorder; dentate gyrus; epistasis; feedforward inhibition; hippocampus; parvalbumin interneuron; social cognition.",https://pubmed.ncbi.nlm.nih.gov/37797581/
139,Pro-cognitive restoration of experience-dependent parvalbumin inhibitory neuron plasticity in neurodevelopmental disorders,"Yu-Tzu Shih  1   2   2   3 , ; Jason Bondoc Alipio  1   2   2   3 , ; Zin-Juan Klaft  4 , ; Nathaniel Green  1   2   2   3 , ; Lai Ping Wong  5 , ; Ruslan Sadreyev  5 , ; Jung Ho Hyun  6 , ; Chris Dulla  4 , ; Amar Sahay  1   2   2   3; ; ; ; ; ; ; ; ; ; ","Abstract
The hippocampus forms memories of our experiences by registering processed sensory information in coactive populations of excitatory principal cells or ensembles1-3. Fast-spiking parvalbumin-expressing inhibitory neurons (PV INs) in the dentate gyrus (DG)-CA3/CA2 circuit contribute to memory encoding by exerting precise temporal control of excitatory principal cell activity through mossy fiber-dependent feed-forward inhibition4-13. PV INs respond to input-specific information by coordinating changes in their intrinsic excitability, input-output synaptic-connectivity, synaptic-physiology and synaptic-plasticity9,13-17, referred to here as experience-dependent PV IN plasticity, to influence hippocampal functions. PV IN impairments in early life, when neural circuitry is highly sensitive to experience-dependent refinement, are thought to result in imbalanced excitation and inhibition, impaired cognition, network hyperexcitability and seizures: hallmarks of neurodevelopmental disorders (NDDs) such as Autism Spectrum Disorder and epilepsy18-20. Discovery of transcriptional regulators of experience-dependent PV IN plasticity in the adult hippocampus may permit reversal of these developmental impairments. Here, in a screen designed to capture the PV IN intrinsic program induced by increased mossy fiber inputs, a trigger for experience-dependent PV IN plasticity, we identify the homeobox gene Meis2 21 as a regulator of experience-dependent PV IN plasticity gene (XPG) in the adult DG-CA3/CA2 circuit. We found that a significant number of upregulated XPGs also exhibit haploinsufficiency in ASDs, epilepsies, and schizophrenia. We demonstrate that virally-mediated rescue of experience-dependent Meis2 upregulation in CA3/CA2 PV INs in a NDD risk mouse model in adulthood is sufficient to restore experience-dependent PV IN plasticity, spatial and social memory, ensemble specificity, suppression of network hyperexcitability and seizures. Together, these findings suggest that experience-dependent PV IN plasticity is a convergent mechanism for NDD risk genes that can be re-instated in adulthood to reverse developmental deficits in circuitry, network excitability and cognition.",https://pubmed.ncbi.nlm.nih.gov/39877097/
140,Inhibitory neurons marked by a connectivity molecule regulate memory precision,"Arnulfo Tuñon-Ortiz  1 , ; Dimitri Tränkner  1 , ; Sarah N Brockway  1 , ; Olivia Raines  1 , ; Abbey Mahnke  1 , ; Matthew Grega  1 , ; Moriel Zelikowsky  1 , ; Megan E Williams  1; ; ; ; ; ; ; ; ; ","Abstract
The CA3 region is central to hippocampal function during learning and memory and has a unique connectivity. CA3 pyramidal neurons are the targets of huge, excitatory mossy fiber synapses from DG axons and have a high degree of excitatory recurrent connectivity. Thus, inhibition likely plays an outsized importance in constraining excitation and shaping CA3 ensembles during learning and memory. Here, we investigate the function of a never-before studied set of dendrite-targeting, GABAergic neurons defined by expression of the synaptic adhesion molecule, Kirrel3. We discovered that activating Kirrel3-expressing GABAergic neurons specifically impairs memory discrimination and inhibits CA3 pyramidal neurons in novel contexts. Kirrel3 is required for DG-to-GABA synapse formation and variants in Kirrel3 are strong risk factors for neurodevelopmental disorders. Thus, our work suggests that Kirrel3-GABA neurons are a critical source of feed-forward inhibition from DG to CA3 during the encoding and retrieval of contextual memories, a function which may be specifically disrupted in some brain disorders.
Keywords: CA3; Kirrel3; contextual fear conditioning; hippocampus; inhibition; interneuron; memory discrimination; memory generalization; mossy fiber synapse.",https://pubmed.ncbi.nlm.nih.gov/39005261/
141,An aging-sensitive compensatory secretory phospholipase that confers neuroprotection and cognitive resilience,"Cinzia Vicidomini  1   2   3   4 , ; Travis D Goode  1   2   3   4 , ; Kathleen M McAvoy  1   2   3   4 , ; Ruilin Yu  5 , ; Conor H Beveridge  5 , ; Sanjay N Iyer  5 , ; Matheus B Victor  6   7 , ; Noelle Leary  6   7 , ; Liam Evans  1   2   3   4 , ; Michael J Steinbaugh  8 , ; Zon Weng Lai  9   10   11 , ; Marina C Lyon  1   2   3   4 , ; Manuel Rico F S Silvestre  1   2   3   4 , ; Gracia Bonilla  12 , ; Ruslan I Sadreyev  12 , ; Tobias C Walther  9   11   13 , ; Shannan Ho Sui  8 , ; Takaomi Saido  14 , ; Kei Yamamoto  15 , ; Makoto Murakami  16 , ; Li-Huei Tsai  4   6   7 , ; Gaurav Chopra  5   17   18   19   20 , ; Amar Sahay  1   2   3   4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
Breakdown of lipid homeostasis is thought to contribute to pathological aging, the largest risk factor for neurodegenerative disorders such as Alzheimer's Disease (AD). Cognitive reserve theory posits a role for compensatory mechanisms in the aging brain in preserving neuronal circuit functions, staving off cognitive decline, and mitigating risk for AD. However, the identities of such mechanisms have remained elusive. A screen for hippocampal dentate granule cell (DGC) synapse loss-induced factors identified a secreted phospholipase, Pla2g2f, whose expression increases in DGCs during aging. Pla2g2f deletion in DGCs exacerbates aging-associated pathophysiological changes including synapse loss, inflammatory microglia, reactive astrogliosis, impaired neurogenesis, lipid dysregulation and hippocampal-dependent memory loss. Conversely, boosting Pla2g2f in DGCs during aging is sufficient to preserve synapses, reduce inflammatory microglia and reactive gliosis, prevent hippocampal-dependent memory impairment and modify trajectory of cognitive decline. Ex vivo, neuronal-PLA2G2F mediates intercellular signaling to decrease lipid droplet burden in microglia. Boosting Pla2g2f expression in DGCs of an aging-sensitive AD model reduces amyloid load and improves memory. Our findings implicate PLA2G2F as a compensatory neuroprotective factor that maintains lipid homeostasis to counteract aging-associated cognitive decline.",https://pubmed.ncbi.nlm.nih.gov/39211220/
142,A dorsal hippocampus-prodynorphinergic dorsolateral septum-to-lateral hypothalamus circuit mediates contextual gating of feeding,"Travis D Goode  1   2   3   4 , ; Jason Bondoc Alipio  1   2   3   4 , ; Antoine Besnard  1   2   3   4 , ; Devesh Pathak  1   2   3   4 , ; Michael D Kritzer-Cheren  1   2   3   4 , ; Ain Chung  1   2   3   4 , ; Xin Duan  5   6   7 , ; Amar Sahay  1   2   3   4; ; ; ; ; ; ; ; ; ","Abstract
Adaptive regulation of feeding depends on linkage of internal states and food outcomes with contextual cues. Human brain imaging has identified dysregulation of a hippocampal-lateral hypothalamic area (LHA) network in binge eating, but mechanistic instantiation of underlying cell-types and circuitry is lacking. Here, we identify an evolutionary conserved and discrete Prodynorphin (Pdyn)-expressing subpopulation of Somatostatin (Sst)-expressing inhibitory neurons in the dorsolateral septum (DLS) that receives primarily dorsal, but not ventral, hippocampal inputs. DLS(Pdyn) neurons inhibit LHA GABAergic neurons and confer context- and internal state-dependent calibration of feeding. Viral deletion of Pdyn in the DLS mimicked effects seen with optogenetic silencing of DLS Pdyn INs, suggesting a potential role for DYNORPHIN-KAPPA OPIOID RECEPTOR signaling in contextual regulation of food-seeking. Together, our findings illustrate how the dorsal hippocampus has evolved to recruit an ancient LHA feeding circuit module through Pdyn DLS inhibitory neurons to link contextual information with regulation of food consumption.
Keywords: GABA; context; dorsal hippocampus; dorsolateral septum; eating disorder; feeding; kappa opioid receptors; lateral hypothalamus; prodynorphin; somatostatin.",https://pubmed.ncbi.nlm.nih.gov/39149322/
143,A robust microbiome signature for autism spectrum disorder across different studies using machine learning,"Lucia N Peralta-Marzal  1 , ; David Rojas-Velazquez  1   2 , ; Douwe Rigters  1 , ; Naika Prince  1 , ; Johan Garssen  1   3 , ; Aletta D Kraneveld  1   4 , ; Paula Perez-Pardo  5 , ; Alejandro Lopez-Rincon  1   2; ; ; ; ; ; ; ; ; ","Abstract
Autism spectrum disorder (ASD) is a highly complex neurodevelopmental disorder characterized by deficits in sociability and repetitive behaviour, however there is a great heterogeneity within other comorbidities that accompany ASD. Recently, gut microbiome has been pointed out as a plausible contributing factor for ASD development as individuals diagnosed with ASD often suffer from intestinal problems and show a differentiated intestinal microbial composition. Nevertheless, gut microbiome studies in ASD rarely agree on the specific bacterial taxa involved in this disorder. Regarding the potential role of gut microbiome in ASD pathophysiology, our aim is to investigate whether there is a set of bacterial taxa relevant for ASD classification by using a sibling-controlled dataset. Additionally, we aim to validate these results across two independent cohorts as several confounding factors, such as lifestyle, influence both ASD and gut microbiome studies. A machine learning approach, recursive ensemble feature selection (REFS), was applied to 16S rRNA gene sequencing data from 117 subjects (60 ASD cases and 57 siblings) identifying 26 bacterial taxa that discriminate ASD cases from controls. The average area under the curve (AUC) of this specific set of bacteria in the sibling-controlled dataset was 81.6%. Moreover, we applied the selected bacterial taxa in a tenfold cross-validation scheme using two independent cohorts (a total of 223 samples-125 ASD cases and 98 controls). We obtained average AUCs of 74.8% and 74%, respectively. Analysis of the gut microbiome using REFS identified a set of bacterial taxa that can be used to predict the ASD status of children in three distinct cohorts with AUC over 80% for the best-performing classifiers. Our results indicate that the gut microbiome has a strong association with ASD and should not be disregarded as a potential target for therapeutic interventions. Furthermore, our work can contribute to use the proposed approach for identifying microbiome signatures across other 16S rRNA gene sequencing datasets.",https://pubmed.ncbi.nlm.nih.gov/38191575/
144,Salivary Transcriptome and Mitochondrial Analysis of Autism Spectrum Disorder Children Compared to Healthy Controls,"Mark Cannon  1 , ; Ryan Toma  2 , ; Sri Ganeshan  3 , ; Emmery de Jesus Alvarez Varela  4 , ; Momchilo Vuyisich  2 , ; Guruduth Banavar  2; ; ; ; ; ; ; ","Abstract
Autism rates have been reported to be increasing rapidly in industrialized societies. The pathology most often combines neurological symptoms associated with language and social impairments with gastrointestinal symptoms. This study aimed to measure differences in oral metatranscriptome and mitochondrial health between ASD children and neurotypical USA and Colombia (""Blue Zone"") children. In addition, this study aimed to determine whether using prebiotics and probiotics would change the oral microbiome and mitochondrial health of ASD children. Buccal swabs and saliva samples were obtained from 30 autistic individuals (USA) at three intervals: prior to intervention, post-prebiotic, and post-probiotic. In addition, a subject component who were neurotypical, which included individuals from the USA (30) and Colombia (30), had buccal swabbing and salivary sampling performed for metatranscriptomic and mitochondrial comparison. Significant differences were observed in the temporal data, demonstrating shifts that interventions with probiotics and polyols may have precipitated. Particular bacterial strains were significantly more prevalent in the autism group, including a strain that reduced neurotransmitter levels via enzymatic degradation. This supports the hypothesis that the microbiome may influence the occurrence and degree of autism. Verbal skills increased in six of the 30 ASD subjects following xylitol and three more after probiotic supplementation, according to both parental reports and the subjects' healthcare providers.
Keywords: autism; mitochondrial; probiotics; transcriptome; xylitol.",https://pubmed.ncbi.nlm.nih.gov/39483288/
145,Contributions of Artificial Intelligence to Analysis of Gut Microbiota in Autism Spectrum Disorder: A Systematic Review,"Pau Climent-Pérez  1 , ; Agustín Ernesto Martínez-González  2 , ; Pedro Andreo-Martínez  3; ; ; ; ","Abstract
Background: Autism spectrum disorder (ASD) is a highly heterogeneous neurodevelopmental disorder whose etiology is not known today, but everything indicates that it is multifactorial. For example, genetic and epigenetic factors seem to be involved in the etiology of ASD. In recent years, there has been an increase in studies on the implications of gut microbiota (GM) on the behavior of children with ASD given that dysbiosis in GM may trigger the onset, development and progression of ASD through the microbiota-gut-brain axis. At the same time, significant progress has occurred in the development of artificial intelligence (AI).
Methods: The aim of the present study was to perform a systematic review of articles using AI to analyze GM in individuals with ASD. In line with the PRISMA model, 12 articles using AI to analyze GM in ASD were selected.
Results: Outcomes reveal that the majority of relevant studies on this topic have been conducted in China (33.3%) and Italy (25%), followed by the Netherlands (16.6%), Mexico (16.6%) and South Korea (8.3%).
Conclusions: The bacteria Bifidobacterium is the most relevant biomarker with regard to ASD. Although AI provides a very promising approach to data analysis, caution is needed to avoid the over-interpretation of preliminary findings. A first step must be taken to analyze GM in a representative general population and ASD samples in order to obtain a GM standard according to age, sex and country. Thus, more work is required to bridge the gap between AI in mental health research and clinical care in ASD.
Keywords: artificial intelligence; autism spectrum disorders; gut microbiota; machine learning.",https://pubmed.ncbi.nlm.nih.gov/39201866/
146,Cutting-Edge iPSC-Based Approaches in Studying Host-Microbe Interactions in Neuropsychiatric Disorders,"Marija Mihailovich  1   2 , ; Svetlana Soković Bajić  1 , ; Miroslav Dinić  1 , ; Jelena Đokić  1 , ; Milica Živković  1 , ; Dušan Radojević  1 , ; Nataša Golić  1; ; ; ; ; ; ; ; ","Abstract
Gut microbiota (GM), together with its metabolites (such as SCFA, tryptophan, dopamine, GABA, etc.), plays an important role in the functioning of the central nervous system. Various neurological and psychiatric disorders are associated with changes in the composition of GM and their metabolites, which puts them in the foreground as a potential adjuvant therapy. However, the molecular mechanisms behind this relationship are not clear enough. Therefore, before considering beneficial microbes and/or their metabolites as potential therapeutics for brain disorders, the mechanisms underlying microbiota-host interactions must be identified and characterized in detail. In this review, we summarize the current knowledge of GM alterations observed in prevalent neurological and psychiatric disorders, multiple sclerosis, major depressive disorder, Alzheimer's disease, and autism spectrum disorders, together with experimental evidence of their potential to improve patients' quality of life. We further discuss the main obstacles in the study of GM-host interactions and describe the state-of-the-art solution and trends in this field, namely ""culturomics"" which enables the culture and identification of novel bacteria that inhabit the human gut, and models of the gut and blood-brain barrier as well as the gut-brain axis based on induced pluripotent stem cells (iPSCs) and iPSC derivatives, thus pursuing a personalized medicine agenda for neuropsychiatric disorders.
Keywords: dysbiosis; gut–brain axis; iPSC-based gut barrier, blood–brain barrier and gut–brain axis models; microbiota; neuroinflammation; probiotics; targeted culturomics.",https://pubmed.ncbi.nlm.nih.gov/39337640/
147,Guild-based approach for mitigating information loss and distortion issues in microbiome analysis,"Liping Zhao  1   2 , ; Guojun Wu  1 , ; Naisi Zhao  3; ; ; ; ",No abstract available,https://pubmed.ncbi.nlm.nih.gov/39225087/
148,Analysis of Gut Bacterial and Fungal Microbiota in Children with Autism Spectrum Disorder and Their Non-Autistic Siblings,"Mauricio Retuerto  1 , ; Hilmi Al-Shakhshir  1 , ; Janet Herrada  1 , ; Thomas S McCormick  1 , ; Mahmoud A Ghannoum  1   2; ; ; ; ; ; ","Abstract
Autism Spectrum Disorder (ASD) is a multifactorial disorder involving genetic and environmental factors leading to pathophysiologic symptoms and comorbidities including neurodevelopmental disorders, anxiety, immune dysregulation, and gastrointestinal (GI) abnormalities. Abnormal intestinal permeability has been reported among ASD patients and it is well established that disturbances in eating patterns may cause gut microbiome imbalance (i.e., dysbiosis). Therefore, studies focusing on the potential relationship between gut microbiota and ASD are emerging. We compared the intestinal bacteriome and mycobiome of a cohort of ASD subjects with their non-ASD siblings. Differences between ASD and non-ASD subjects include a significant decrease at the phylum level in Cyanobacteria (0.015% vs. 0.074%, p < 0.0003), and a significant decrease at the genus level in Bacteroides (28.3% vs. 36.8%, p < 0.03). Species-level analysis showed a significant decrease in Faecalibacterium prausnitzii, Prevotella copri, Bacteroides fragilis, and Akkermansia municiphila. Mycobiome analysis showed an increase in the fungal Ascomycota phylum (98.3% vs. 94%, p < 0.047) and an increase in Candida albicans (27.1% vs. 13.2%, p < 0.055). Multivariate analysis showed that organisms from the genus Delftia were predictive of an increased odds ratio of ASD, whereas decreases at the phylum level in Cyanobacteria and at the genus level in Azospirillum were associated with an increased odds ratio of ASD. We screened 24 probiotic organisms to identify strains that could alter the growth patterns of organisms identified as elevated within ASD subject samples. In a preliminary in vivo preclinical test, we challenged wild-type Balb/c mice with Delftia acidovorans (increased in ASD subjects) by oral gavage and compared changes in behavioral patterns to sham-treated controls. An in vitro biofilm assay was used to determine the ability of potentially beneficial microorganisms to alter the biofilm-forming patterns of Delftia acidovorans, as well as their ability to break down fiber. Downregulation of cyanobacteria (generally beneficial for inflammation and wound healing) combined with an increase in biofilm-forming species such as D. acidovorans suggests that ASD-related GI symptoms may result from decreases in beneficial organisms with a concomitant increase in potential pathogens, and that beneficial probiotics can be identified that counteract these changes.
Keywords: autism spectrum disorder (ASD); microbiome; probiotic; regression analysis.",https://pubmed.ncbi.nlm.nih.gov/39275319/
149,A Frameshift Variant of GluN2A Identified in an Epilepsy Patient Results in NMDA Receptor Mistargeting,"M M Vieira  1 , ; S Peng  2 , ; S Won  1 , ; E Hong  1 , ; S K Inati  3 , ; A Thurm  4 , ; A H Thiam  5 , ; S Kim  6   7 , ; S J Myers  6   7 , ; J D Badger 2nd  1 , ; S F Traynelis  6   7 , ; W Lu  2 , ; K W Roche  8; ; ; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
N-methyl-D-aspartate receptors (NMDARs) are crucial for neuronal development and synaptic plasticity. Dysfunction of NMDARs is associated with multiple neurodevelopmental disorders, including epilepsy, autism spectrum disorder, and intellectual disability. Understanding the impact of genetic variants of NMDAR subunits can shed light on the mechanisms of disease. Here, we characterized the functional implications of a de novo mutation of the GluN2A subunit (P1199Rfs*32) resulting in the truncation of the C-terminal domain. The variant was identified in a male patient with epileptic encephalopathy, multiple seizure types, severe aphasia, and neurobehavioral changes. Given the known role of the CTD in NMDAR trafficking, we examined changes in receptor localization and abundance at the postsynaptic membrane using a combination of molecular assays in heterologous cells and rat primary neuronal cultures. We observed that the GluN2A P1199Rfs*32-containing receptors traffic efficiently to the postsynaptic membrane but have increased extra-synaptic expression relative to WT GluN2A-containing NMDARs. Using in silico predictions, we hypothesized that the mutant would lose all PDZ interactions, except for the recycling protein Scribble1. Indeed, we observed impaired binding to the scaffolding protein postsynaptic protein-95 (PSD-95); however, we found the mutant interacts with Scribble1, which facilitates the recycling of both the mutant and the WT GluN2A. Finally, we found that neurons expressing GluN2A P1199Rfs*32 have fewer synapses and decreased spine density, indicating compromised synaptic transmission in these neurons. Overall, our data show that GluN2A P1199Rfs*32 is a loss-of-function variant with altered membrane localization in neurons and provide mechanistic insight into disease etiology.
Keywords: NMDARs; Scribble1; epilepsy; postsynaptic density; recycling.",https://pubmed.ncbi.nlm.nih.gov/38050135/
150,GluN2A: A Promising Target for Developing Novel Antidepressants,"Gang Wang  1 , ; Wang Qi  2 , ; Qiu-Hua Liu  1 , ; Wei Guan  3; ; ; ; ; ","Abstract
Background: Depression is a heterogeneous disorder with high morbidity and disability rates that poses serious problems regarding mental health care. It is now well established that N-methyl D-aspartate receptor (NMDAR) modulators are being increasingly explored as potential therapeutic options for treating depression, although relatively little is known about their mechanisms of action. NMDARs are glutamate-gated ion channels that are ubiquitously expressed in the central nervous system (CNS), and they have been shown to play key roles in excitatory synaptic transmission. GluN2A, the predominant Glu2N subunit of functional NMDARs in neurons, is involved in various physiological processes in the CNS and is associated with diseases such as anxiety, depression, and schizophrenia. However, the role of GluN2A in the pathophysiology of depression has not yet been elucidated.
Methods: We reviewed several past studies to better understand the function of GluN2A in depression. Additionally, we also summarized the pathogenesis of depression based on the regulation of GluN2A expression, particularly its interaction with neuroinflammation and neurogenesis, which has received considerable critical attention and is highly implicated in the onset of depression.
Results: These evidence suggests that GluN2A overexpression impairs structural and functional synaptic plasticity, which contributes to the development of depression. Consequently, this knowledge is vital for the development of selective antagonists targeting GluN2A subunits using pharmacological and molecular methods.
Conclusions: Specific inhibition of the GluN2A NMDAR subunit is resistant to chronic stress-induced depressive-like behaviors, making them promising targets for the development of novel antidepressants.
Keywords: Depression; GluN2A; antidepressants; depressive-like behavior; neurogenesis.",https://pubmed.ncbi.nlm.nih.gov/39185814/
151,"Disease-Associated Variants in GRIN1, GRIN2A and GRIN2B genes: Insights into NMDA Receptor Structure, Function, and Pathophysiology","M Korinek  1 , ; M Candelas Serra, ; Fes Abdel Rahman, ; M Dobrovolski, ; V Kuchtiak, ; V Abramova, ; K Fili, ; E Tomovic, ; B Hrcka Krausova, ; J Krusek, ; J Cerny, ; L Vyklicky, ; A Balik, ; T Smejkalova; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
N-methyl-D-aspartate receptors (NMDARs) are a subtype of ionotropic glutamate receptors critical for synaptic transmission and plasticity, and for the development of neural circuits. Rare or de-novo variants in GRIN genes encoding NMDAR subunits have been associated with neurodevelopmental disorders characterized by intellectual disability, developmental delay, autism, schizophrenia, or epilepsy. In recent years, some disease-associated variants in GRIN genes have been characterized using recombinant receptors expressed in non-neuronal cells, and a few variants have also been studied in neuronal preparations or animal models. Here we review the current literature on the functional evaluation of human disease-associated variants in GRIN1, GRIN2A and GRIN2B genes at all levels of analysis. Focusing on the impact of different patient variants at the level of receptor function, we discuss effects on receptor agonist and co-agonist affinity, channel open probability, and receptor cell surface expression. We consider how such receptor-level functional information may be used to classify variants as gain-of-function or loss-of-function, and discuss the limitations of this classification at the synaptic, cellular, or system level. Together this work by many laboratories worldwide yields valuable insights into NMDAR structure and function, and represents significant progress in the effort to understand and treat GRIN disorders. Keywords: NMDA receptor , GRIN genes, Genetic variants, Electrophysiology, Synapse, Animal models.",https://pubmed.ncbi.nlm.nih.gov/38836461/
152,Production and characterization of monoclonal antibodies to Xenopus proteins,"Brett Horr  1 , ; Ryan Kurtz  1 , ; Ankit Pandey  1 , ; Benjamin G Hoffstrom  2 , ; Elizabeth Schock  3 , ; Carole LaBonne  3 , ; Dominique Alfandari  1; ; ; ; ; ; ; ; ","Abstract
Monoclonal antibodies are powerful and versatile tools that enable the study of proteins in diverse contexts. They are often utilized to assist with identification of subcellular localization and characterization of the function of target proteins of interest. However, because there can be considerable sequence diversity between orthologous proteins in Xenopus and mammals, antibodies produced against mouse or human proteins often do not recognize Xenopus counterparts. To address this issue, we refined existing mouse monoclonal antibody production protocols to generate antibodies against Xenopus proteins of interest. Here, we describe several approaches for the generation of useful mouse anti-Xenopus antibodies to multiple Xenopus proteins and their validation in various experimental approaches. These novel antibodies are now available to the research community through the Developmental Study Hybridoma Bank (DSHB).
Keywords: Xenopus; Hybridoma; Method; Monoclonal Antibody.",https://pubmed.ncbi.nlm.nih.gov/36789951/
153,ADAM11 a novel regulator of Wnt and BMP4 signaling in neural crest and cancer,"Ankit Pandey  1 , ; Hélène Cousin  1 , ; Brett Horr  1 , ; Dominique Alfandari  1; ; ; ; ; ","Abstract
Introduction: Cranial neural crest (CNC) cells are induced at the border of the neural plate by a combination of FGF, Wnt, and BMP4 signaling. CNC then migrate ventrally and invade ventral structures where they contribute to craniofacial development. Methods: We used loss and gain of function experiments to determine phenotypes associated with the perturbation of Adam11 expression in Xenopus Laevis. Mass spectrometry to identify partners of Adam11 and changes in protein expression in CNC lacking Adam11. We used mouse B16 melanoma to test the function of Adam11 in cancer cells, and published database analysis to study the expression of ADAM11 in human tumors. Results: Here we show that a non-proteolytic ADAM, Adam11, originally identified as a putative tumor suppressor binds to proteins of the Wnt and BMP4 signaling pathway. Mechanistic studies concerning these non-proteolytic ADAM lack almost entirely. We show that Adam11 positively regulates BMP4 signaling while negatively regulating β-catenin activity. In vivo, we show that Adam11 influences the timing of neural tube closure and the proliferation and migration of CNC. Using both human tumor data and mouse B16 melanoma cells, we further show that ADAM11 levels similarly correlate with Wnt or BMP4 activation levels. Discussion: We propose that ADAM11 preserves naïve cells by maintaining low Sox3 and Snail/Slug levels through stimulation of BMP4 and repression of Wnt signaling, while loss of ADAM11 results in increased Wnt signaling, increased proliferation and early epithelium to mesenchyme transition.
Keywords: ADAM; BMP4; Wnt; cancer; development; neural crest.",https://pubmed.ncbi.nlm.nih.gov/37766964/
154,Inactive metallopeptidase homologs: the secret lives of pseudopeptidases,Peter J Lyons  1; ; ,"Abstract
Inactive enzyme homologs, or pseudoenzymes, are proteins, found within most enzyme families, that are incapable of performing catalysis. Rather than catalysis, they are involved in protein-protein interactions, sometimes regulating the activity of their active enzyme cousins, or scaffolding protein complexes. Pseudoenzymes found within metallopeptidase families likewise perform these functions. Pseudoenzymes within the M14 carboxypeptidase family interact with collagens within the extracellular space, while pseudopeptidase members of the M12 ""a disintegrin and metalloprotease"" (ADAM) family either discard their pseudopeptidase domains as unnecessary for their roles in sperm maturation or utilize surface loops to enable assembly of key complexes at neuronal synapses. Other metallopeptidase families contain pseudopeptidases involved in protein synthesis at the ribosome and protein import into organelles, sometimes using their pseudo-active sites for these interactions. Although the functions of these pseudopeptidases have been challenging to study, ongoing work is teasing out the secret lives of these proteins.
Keywords: ADAM; AEBP1; carboxypeptidase; metallopeptidase; mitochondrial processing peptidase; protease; pseudoenzyme; sonic hedgehog.",https://pubmed.ncbi.nlm.nih.gov/39050735/
155,Transcriptomics changes of calcitonin gene-related peptide in mitigating lipopolysaccharide-induced septic cardiomyopathy,"Kexin Cai  1   2 , ; Siming Lin  1   2 , ; Gufeng Gao  2   3 , ; Mohammad Lsmail Hajary Sagor  2   3 , ; Yuqing Luo  1 , ; Zhihua Chen  1 , ; Jing Wang  1 , ; Mengjing Yang  1 , ; Guili Lian  4   5 , ; Zhihong Lin  6   7   8 , ; Shaodan Feng  9   10   11; ; ; ; ; ; ; ; ; ; ; ; ","Abstract
Septic cardiomyopathy (SCM), a complication initiated by sepsis, presents a significant clinical challenge, leading to increased mortality rates. However, the mechanisms of SCM have not been fully uncovered. Our study involved analyzing RNA sequencing (RNA-seq) data from rat heart tissue, along with utilizing molecular docking and molecular dynamics (MD) simulations, to discover key targets and potential pharmacological actions of the calcitonin gene-related peptide (CGRP) against SCM. A lipopolysaccharide-induced SCM model was established in rats (LPS 10 mg/kg, intraperitoneal (i.p.)). Thereafter, the myocardial tissues from the three groups of rats (Ctrl group, LPS group, and CGRP group) (n = 5) were extracted and underwent RNA-seq, followed by bioinformatics analyses. The qPCR-validated hub targets potentially interacting with CGRP were identified. Following this, homology modeling was utilized to obtain the 3D structure of hub targets, and molecular docking was conducted to evaluate the interaction between CGRP and hub targets. MD simulations (300 ns) were performed to confirm the findings further. Our findings demonstrated that CGRP significantly lowered mortality in SCM rats. 633 DEGs were affected by LPS, contrasted with the Ctrl group. 96 DEGs were affected by CGRP compared to the LPS group. In total, ten fully annotated CGRP-triggered hub genes were obtained. The molecular docking and MD simulations indicate that the relationship between CGRP and eight hub genes is extremely strong. This research offers a thorough examination of the possible objectives and fundamental molecular processes of CGRP in combating SCM, laying the groundwork for investigating the potential protective mechanisms of CGRP against SCM.
Keywords: Bioinformatics; Calcitonin gene-related peptide; Molecular docking; Molecular dynamics; RNA-sequencing; Septic cardiomyopathy.",https://pubmed.ncbi.nlm.nih.gov/39487252/
